Geneid,bphP_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_00010,335.68774843710685,287.4855388696172,0.012531016542575327,0.2236304960998572,1.9020136966895091
PA14_00020,557.3336129850122,538.438095711561,0.5240025644039943,0.04976067789823581,0.2806665876273823
PA14_00030,317.32105063350315,246.5709749326427,0.13285764125924623,0.36394024638991124,0.8766134622451165
PA14_00050,1340.682561856618,1329.065263226006,0.8940338659761946,0.012555736343355554,0.04864602983046216
PA14_00060,59.62347931198001,55.490213294052545,0.2921142675848948,0.10364721559908278,0.5344472304894243
PA14_00070,30.204222527641292,23.982006688117703,0.1748348908242791,0.3327978579303593,0.7573718933242487
PA14_00080,96.5291117738745,116.48884246864797,0.11097377326616296,-0.2711557658170647,0.9547796470836801
PA14_00090,391.77397603992017,393.64021921216477,0.9531637412114033,-0.006856063580708424,0.020832486773877387
PA14_00100,196.38430933552286,171.70341337159095,0.27088203101961605,0.19376094547935496,0.5672198029692469
PA14_00110,42.18492980465869,40.4720854013578,0.31323334523334034,0.05980051085712639,0.5041320113650886
PA14_00120,191.78337478862963,162.8802465969201,0.5688795944784315,0.2356660101467026,0.2449796439512551
PA14_00130,28.5995514009351,34.98768991437958,0.15125778507805984,-0.2908548858012316,0.8202822634230478
PA14_00140,12.693819519151022,11.691599938823316,0.02938040785669851,0.11865385661499243,1.5319421796593051
PA14_00150,3.0672790495827655,3.321635200292954,0.7173967183140595,-0.11493417770705233,0.14424061430816357
PA14_00160,49.15658431951689,39.42735656990917,0.46924297966767,0.3181876778478745,0.3286022161267528
PA14_00170,125.73135072768999,114.51637081148318,0.6069641013113192,0.13479056998595026,0.21683699436698795
PA14_00180,92.75466606103562,95.8639348666839,0.8475510880887851,-0.047568299143977526,0.07183411423834049
PA14_00190,82.67744137615854,87.93140767495,0.7017375287776053,-0.08888482139573455,0.1538252968712166
PA14_00200,88.03530262178474,93.28295252624109,0.5568071259735521,-0.08353128338336435,0.25429521529550353
PA14_00210,245.5688621400653,200.62210813103127,0.0008349016861918432,0.29164704220018633,3.078364661831582
PA14_00230,3.2275929285424,4.397772882202277,0.007902633396732518,-0.4463143460752253,2.102228164520224
PA14_00240,73.99455246657519,72.14927198194972,0.8189618508277418,0.03643422451915072,0.08673632822844916
PA14_00250,113.506056507753,122.45329817944894,0.13140306668172674,-0.10946235175402334,0.8813944991034047
PA14_00280,154.392024934726,181.04489627602015,0.13664111638916557,-0.22974927325495373,0.8644185983553511
PA14_00290,59.246165976027726,78.21288438297903,0.07797292472232634,-0.4006844879764599,1.1080561753221614
PA14_00300,451.87752339325533,584.3286883923056,0.12470117342045332,-0.37084832287697245,0.9041294598524106
PA14_00310,265.9998937861751,298.9046387577253,0.18475613427401594,-0.16825961638851408,0.7334011332463778
PA14_00320,77.82008549293944,85.32436430774395,0.21872455295501117,-0.1328151939574645,0.6601024624385716
PA14_00340,2.7720026000098703,5.811091169940401,0.07028940695821878,-1.0678802046476852,1.1531101208725856
PA14_00360,3.9216764453247692,7.937690738379335,0.01244505786265673,-1.0172486549822342,1.9050030798208273
PA14_00380,8.460994537383966,17.61701582831002,0.011764132771790522,-1.0580703173106603,1.929440082623776
PA14_00400,27.546447195236514,28.016033489285135,0.8051936119989733,-0.024386453432840856,0.09409967924364278
PA14_00410,35.080727583376095,38.1680907028742,0.5178537834294782,-0.12168834655849421,0.2857928464588047
PA14_00420,2.505640244884371,2.989673105753163,0.3933308830646097,-0.25480836323817163,0.40524195285802955
PA14_00430,5.110533416597188,5.107829690464276,0.9976782537448223,0.0007634591892533609,0.001009493935386021
PA14_00440,46.965800234114035,52.01928690984689,0.1757830536076824,-0.1474360286871973,0.7550229954705404
