Geneid,wt_light_mean_rpm,wt_dark_mean_rpm,pvals,log2_FC,-log10_pval
PA14_00010,317.3945035936562,287.4855388696172,0.023270132850189064,0.14278775710225003,1.6332011373003206
PA14_00020,577.105223863374,538.438095711561,0.10789118735385994,0.10005390243785688,0.9670140274199
PA14_00030,367.7450202403008,246.5709749326427,0.0051501371929416635,0.576702820557386,2.288181201765815
PA14_00050,1370.152412851329,1329.065263226006,0.29747741288123136,0.043924435094170586,0.526546004165497
PA14_00060,59.398068260904374,55.490213294052545,0.24321569823307754,0.09818266240711211,0.614008397179009
PA14_00070,29.120951119504287,23.982006688117703,0.0019939292087729527,0.2801050845596546,2.700290264672823
PA14_00080,66.0188463839505,116.48884246864797,0.002290761977443965,-0.8192419336086073,2.640020034011352
PA14_00090,356.5111961716893,393.64021921216477,0.09873422385173165,-0.14293024664234072,1.0055322834634162
PA14_00100,177.28802216869826,171.70341337159095,0.0626450901559084,0.04617634910354539,1.2031129614097293
PA14_00110,40.146198080571644,40.4720854013578,0.7588657726966922,-0.011663819928778558,0.1198350348190741
PA14_00120,212.97620472866035,162.8802465969201,0.012929112053089258,0.38688059810023784,1.8884313006173197
PA14_00130,24.79740508363483,34.98768991437958,0.03744398751687623,-0.4966582376064445,1.4266179082148425
PA14_00140,14.112918784795681,11.691599938823316,0.03416183119377774,0.27154400145341584,1.4664588576540583
PA14_00150,3.299839678941165,3.321635200292954,0.7750888025277327,-0.00949770108605311,0.11064853718608324
PA14_00160,50.64004845098744,39.42735656990917,0.03474044759967293,0.36108178958536924,1.4591645903559387
PA14_00170,102.00129255937172,114.51637081148318,0.08810036990501535,-0.16696641940784357,1.0550222681217802
PA14_00180,83.89304261723164,95.8639348666839,0.09924254004810681,-0.1924369857643272,1.0033021287734731
PA14_00190,80.41618765674757,87.93140767495,0.23939815361958494,-0.1288926202203594,0.6208792034530751
PA14_00200,84.85993939636103,93.28295252624109,0.2736158655794272,-0.13652980256963174,0.5628587237142532
PA14_00210,229.47904821366535,200.62210813103127,0.0019130772225896173,0.19388184184332702,2.7182674990434506
PA14_00230,1.9732173476356263,4.397772882202277,0.006091029286298456,-1.1562228181664578,2.2153093123607954
PA14_00240,77.1083072007676,72.14927198194972,0.024859209942125985,0.09590145743698851,1.6045126779159096
PA14_00250,117.98045041010295,122.45329817944894,0.48579424070148836,-0.053683809767568216,0.3135476382472114
PA14_00280,109.77150443629004,181.04489627602015,0.013309696091336125,-0.721843908046609,1.875831860931228
PA14_00290,48.08828243348205,78.21288438297903,0.031535936093041464,-0.7017208790695807,1.5011942731530252
PA14_00300,378.05365724835707,584.3286883923056,0.0369776100452074,-0.6281891096535487,1.432061161800971
PA14_00310,243.78016855074807,298.9046387577253,0.09034144804934013,-0.29410451765988327,1.0441129525747366
PA14_00320,72.76415543487595,85.32436430774395,0.14366270973493628,-0.2297298227569056,0.8426559462569473
PA14_00340,4.828515930236354,5.811091169940401,0.39181169675484384,-0.2672292010917702,0.40692260315429946
PA14_00360,6.283261460108306,7.937690738379335,0.07628711744212122,-0.3372056912074698,1.1175487948913865
PA14_00380,11.697743322523818,17.61701582831002,0.03849132116295956,-0.590739284826917,1.4146371820741306
PA14_00400,26.989221714462712,28.016033489285135,0.4660482685681917,-0.053869336906217875,0.3315691011485803
PA14_00410,37.81123881350652,38.1680907028742,0.8940843298067118,-0.013551902243384687,0.048621516727036636
PA14_00420,3.2471137602369597,2.989673105753163,0.7077106254281167,0.11917014363010847,0.15014428393387214
PA14_00430,6.286675521424958,5.107829690464276,0.1462647047015788,0.2995868266161315,0.8348604613160278
