Geneid,dimA_light_mean_rpm,bphP_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_00010,307.9400484168821,335.68774843710685,0.2519872223036317,-0.12447037776498421,0.5986214807411446
PA14_00020,568.1330111769562,557.3336129850122,0.669888534851116,0.027687567185022414,0.1739974550996359
PA14_00030,292.77539198388064,317.32105063350315,0.5357134933667418,-0.11614893136252488,0.271067414629723
PA14_00050,1351.2627776372149,1340.682561856618,0.9142974154959733,0.011340574564168779,0.038912507878853995
PA14_00060,60.14916745215796,59.62347931198001,0.8759497030090233,0.012664202533618798,0.057520830284839126
PA14_00070,31.57251738475739,30.204222527641292,0.7461095076317344,0.06391904253037971,0.12719742578484253
PA14_00080,103.07190249073703,96.5291117738745,0.46567707814442116,0.09461509609739052,0.33191513866248123
PA14_00090,383.16992413418257,391.77397603992017,0.8406082248189964,-0.03203724314674297,0.07540636501339178
PA14_00100,171.02786151234463,196.38430933552286,0.372442295982532,-0.1994482965803391,0.42894100473484476
PA14_00110,44.5457955885902,42.18492980465869,0.29720839757828016,0.0785615678767008,0.5269389238132628
PA14_00120,206.8472938419736,191.78337478862963,0.7733586466203414,0.10908842023747221,0.11161905443098494
PA14_00130,26.812775324523525,28.5995514009351,0.6935525874810307,-0.09307195701067612,0.15892060367943042
PA14_00140,12.12519589513735,12.693819519151022,0.09607203127628727,-0.06611817377038122,1.0174030267985277
PA14_00150,3.3074358923759797,3.0672790495827655,0.7323594671741647,0.10875373032799793,0.1352756999652565
PA14_00160,47.8125786667779,49.15658431951689,0.9197112722696629,-0.03999445516243306,0.03634849063322482
PA14_00170,104.96672600939176,125.73135072768999,0.39359990410476636,-0.26041235122177653,0.4049450160505942
PA14_00180,92.34349502100639,92.75466606103562,0.9825637992380435,-0.006409522226151989,0.00763924069048578
PA14_00190,83.70927534209814,82.67744137615854,0.9458170413582234,0.01789374582112579,0.024192865303499792
PA14_00200,76.89057343179759,88.03530262178474,0.1340039680041308,-0.19527542671295423,0.8728823415099402
PA14_00210,205.88992548929556,245.5688621400653,0.004315944133602569,-0.25425440045790304,2.364924185542685
PA14_00230,3.7835087298324375,3.2275929285424,0.23005434050712686,0.2292660643003953,0.638169568352192
PA14_00240,69.4954740128444,73.99455246657519,0.5868333538378261,-0.09050003750698571,0.23148521013881374
PA14_00250,116.28549850793219,113.506056507753,0.6512539986037058,0.03490191549397149,0.18624959718002973
PA14_00280,138.8025015369226,154.392024934726,0.1915240264645361,-0.15356466262483934,0.7177767365442431
PA14_00290,62.4620889722687,59.246165976027726,0.5786513422621494,0.07625902273481475,0.23758303513341564
PA14_00300,455.6911926925249,451.87752339325533,0.9525650622003375,0.01212468887036579,0.021105351411306168
PA14_00310,284.01680173556025,265.9998937861751,0.4814490197232767,0.09455060849148206,0.31744969322281835
PA14_00320,87.5439011272655,77.82008549293944,0.12019607611726921,0.16986410709759533,0.9201097099408784
PA14_00340,5.196960012045989,2.7720026000098703,0.04701550210033568,0.9067390682243669,1.3277589214986458
PA14_00360,5.69491041286249,3.9216764453247692,0.06787305018631423,0.5382025031007833,1.1683026333587123
PA14_00380,12.917049860391304,8.460994537383966,0.03736450618726897,0.6103773829649176,1.427540753045477
PA14_00400,27.314160605911145,27.546447195236514,0.8986718511475169,-0.012217170481006125,0.04639886138353526
PA14_00410,36.940014314495905,35.080727583376095,0.6991894324989789,0.0745057530312383,0.1554051442209972
PA14_00420,3.165967645944988,2.505640244884371,0.07592980010158605,0.33746708394422625,1.1195877434763886
PA14_00430,5.322223541254233,5.110533416597188,0.8274186769621027,0.05855521240400328,0.08227468018931881
