Geneid,bphP_light_mean_rpm,wt_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_03330,53.29274732805842,50.11256260624771,0.6675634633436683,0.08876689156748173,0.17550744087004322
PA14_03340,44.258089417380766,41.9381821349118,0.7312806911490621,0.07767684324294002,0.13591589360449893
PA14_03350,299.1477016967743,342.34430373830315,0.6746283892446134,-0.1945900279050791,0.17093538708268896
PA14_03360,171.31588319421272,178.17643918791632,0.8253463111163388,-0.05664766306932424,0.08336378545166936
PA14_03370,101.19216171457781,100.85354256341215,0.9865573753414638,0.004835783306676349,0.005877652358462733
PA14_03380,85.44844414384299,72.89149089178265,0.06124885382416613,0.22930381101921213,1.2129020340246133
PA14_03390,2.295685868029663,2.5512944437437395,0.5482216072246138,-0.1523040936900444,0.26104385147895137
PA14_03400,0.321503409697351,0.528993282128945,0.226410690948992,-0.7184133383088128,0.6451030699284138
PA14_03410,0.19854976212622852,0.06501420976242232,0.3859690200983894,1.6106564853389087,0.4134475526864455
PA14_03420,0.7410561820455168,0.8066816757365212,0.8118769383109113,-0.12241638001473287,0.0905097947278045
PA14_03430,1222.6364273890629,1093.597085199548,0.46274995738804703,0.1609141537406816,0.3346536125667101
PA14_03450,1669.0807438617178,1433.8825351982862,0.26212003732538264,0.21912690624540823,0.5814997788732065
PA14_03470,147.21169821839317,120.1585205512958,0.1718212736892538,0.29295336264478583,0.7649230659187897
PA14_03480,13.184126468291035,11.721057220937192,0.6431068968149609,0.16969926653680176,0.19171683292598768
PA14_03490,56.38749017271562,60.46842034045829,0.3441629137898847,-0.10080675943706202,0.4632359300693756
PA14_03510,61.807553023212186,68.40814635390933,0.33580921636132804,-0.1463849859427316,0.4739073887222668
PA14_03520,27.396547789638728,27.8413145613015,0.773614825085436,-0.02323321827244613,0.1114752162891875
PA14_03530,27.060625106399375,25.408314035604292,0.783320423076159,0.0908945135033258,0.10606055019216665
PA14_03550,1.6926136628943595,1.6308961065406955,0.8947520951445997,0.05358779968685766,0.04829727599616077
PA14_03560,6.823743152352272,8.355173063223779,0.22245495255252806,-0.29210632277171794,0.6527579210362264
PA14_03580,22.157263742945645,23.136336605343484,0.4525139442048715,-0.06238071353538562,0.34436803347994205
PA14_03590,4.3007707425704575,3.720961112673089,0.2783036336014295,0.20891985561084878,0.5554811233722147
PA14_03610,20.49735907720667,8.857004094388088,0.11401483553514152,1.2105472445283951,0.9430386348753608
PA14_03620,4.547410268917092,3.6324876455269024,0.3099775932612154,0.3240871873642611,0.5086696980196318
PA14_03630,12.563776882972624,12.234213038795303,0.810791654649311,0.038348920724976004,0.09109073008066443
PA14_03650,23.871188280131175,26.93793581243467,0.7361682607205298,-0.1743689130617416,0.13302291072944483
